"","UNITID","CONTROL","HIGHDEG"
"5166",409315,1,3
"5167",409333,3,2
"5168",409537,1,1
"5169",409591,1,1
"5170",409616,2,4
"5171",409670,3,2
"5172",409698,1,4
"5173",409829,3,3
"5174",409838,3,3
"5175",409874,3,2
"5176",410034,3,1
"5177",410070,3,2
"5178",410256,3,1
"5179",410283,3,2
"5180",410496,3,2
"5181",410502,3,3
"5182",410520,3,2
"5183",410539,3,2
"5184",410788,3,1
"5185",410797,3,1
"5186",410964,3,1
"5187",411055,3,1
"5188",411374,3,1
"5189",411684,3,1
"5190",411754,2,1
"5191",412003,3,2
"5192",412173,2,1
"5193",412535,1,1
"5194",412544,3,1
"5195",412599,3,2
"5196",413176,1,1
"5197",413185,3,1
"5198",413343,3,1
"5199",413413,3,4
"5200",413617,2,2
"5201",413626,1,2
"5202",413635,3,1
"5203",413644,3,4
"5204",413680,3,1
"5205",413778,3,1
"5206",413802,1,2
"5207",413820,3,1
"5208",413839,3,3
"5209",413848,3,3
"5210",413857,3,3
"5211",413866,3,3
"5212",413884,3,3
"5213",413918,2,1
"5214",413945,3,1
"5215",413972,3,1
"5216",414054,3,1
"5217",414063,3,1
"5218",414124,3,1
"5219",414160,2,4
"5220",414452,3,1
"5221",414461,3,2
"5222",414489,3,1
"5223",414531,3,3
"5224",414540,3,1
"5225",414559,3,1
"5226",414568,3,3
"5227",414586,3,3
"5228",414595,3,4
"5229",414708,2,4
"5230",414823,2,3
"5231",414841,3,2
"5232",414850,3,2
"5233",414869,3,1
"5234",414878,2,4
"5235",414911,1,2
"5236",414939,3,1
"5237",414966,2,4
"5238",415039,3,1
"5239",415057,3,1
"5240",415729,3,1
"5241",415774,3,1
"5242",415987,3,1
"5243",416458,3,1
"5244",416670,3,1
"5245",416801,1,3
"5246",416962,3,4
"5247",416971,3,1
"5248",416980,3,1
"5249",417008,3,1
"5250",417062,3,1
"5251",417105,1,1
"5252",417123,1,1
"5253",417132,3,1
"5254",417150,1,1
"5255",417178,1,1
"5256",417187,1,1
"5257",417211,1,1
"5258",417248,1,1
"5259",417257,1,1
"5260",417275,1,1
"5261",417318,3,2
"5262",417327,2,2
"5263",417345,2,4
"5264",417381,3,1
"5265",417390,3,1
"5266",417406,3,1
"5267",417442,1,1
"5268",417503,3,1
"5269",417549,3,1
"5270",417567,3,2
"5271",417576,3,1
"5272",417600,3,1
"5273",417628,1,1
"5274",417637,1,1
"5275",417646,1,1
"5276",417655,1,1
"5277",417673,1,1
"5278",417682,1,1
"5279",417716,1,1
"5280",417725,3,1
"5281",417734,2,2
"5282",417752,2,3
"5283",417789,3,1
"5284",417804,3,1
"5285",417831,1,1
"5286",417840,3,1
"5287",417868,1,1
"5288",417886,1,1
"5289",417901,2,1
"5290",417910,1,1
"5291",417947,1,1
"5292",417983,1,1
"5293",417992,1,1
"5294",418001,1,1
"5295",418010,1,1
"5296",418029,1,1
"5297",418038,1,1
"5298",418056,1,1
"5299",418065,1,1
"5300",418083,1,1
"5301",418126,2,4
"5302",418162,3,1
"5303",418171,3,1
"5304",418199,1,1
"5305",418205,1,1
"5306",418223,1,1
"5307",418250,1,1
"5308",418269,3,1
"5309",418278,1,1
"5310",418287,1,1
"5311",418296,1,1
"5312",418302,1,1
"5313",418320,1,1
"5314",418339,1,1
"5315",418348,1,1
"5316",418357,1,1
"5317",418384,3,1
"5318",418409,1,1
"5319",418427,1,1
"5320",418445,1,1
"5321",418454,1,1
"5322",418481,1,1
"5323",418506,1,1
"5324",418515,1,1
"5325",418524,1,1
"5326",418533,1,1
"5327",418542,1,1
"5328",418560,1,1
"5329",418588,1,1
"5330",418603,1,1
"5331",418612,1,0
"5332",418658,3,1
"5333",418676,1,1
"5334",418700,3,1
"5335",418755,3,1
"5336",418764,3,1
"5337",418773,3,1
"5338",418782,3,1
"5339",418870,3,2
"5340",418889,3,2
"5341",418913,3,1
"5342",418968,3,1
"5343",419022,3,2
"5344",419031,1,1
"5345",419095,1,1
"5346",419147,3,1
"5347",419156,3,1
"5348",419183,3,1
"5349",419217,2,1
"5350",419226,1,1
"5351",419235,3,1
"5352",419244,3,1
"5353",419253,3,1
"5354",419262,1,1
"5355",419271,3,1
"5356",419280,3,1
"5357",419314,3,1
"5358",419332,1,1
"5359",419341,3,2
"5360",419411,3,1
"5361",419420,1,1
"5362",419439,3,1
"5363",419457,3,4
"5364",419484,1,1
"5365",419509,3,4
"5366",419572,2,3
"5367",419633,3,1
"5368",419660,3,1
"5369",419703,3,1
"5370",419712,3,1
"5371",419721,3,1
"5372",420006,3,4
"5373",420024,3,2
"5374",420042,3,4
"5375",420103,3,2
"5376",420130,3,1
"5377",420194,3,1
"5378",420200,3,1
"5379",420246,2,4
"5380",420255,3,1
"5381",420307,3,4
"5382",420316,3,3
"5383",420325,2,4
"5384",420343,3,1
"5385",420352,2,3
"5386",420370,3,1
"5387",420398,1,2
"5388",420404,3,2
"5389",420431,1,2
"5390",420440,1,2
"5391",420459,1,1
"5392",420468,1,1
"5393",420495,3,1
"5394",420501,3,2
"5395",420538,1,2
"5396",420556,1,2
"5397",420608,3,1
"5398",420705,2,4
"5399",420723,1,2
"5400",420866,3,4
"5401",420981,2,1
"5402",421009,3,4
"5403",421018,3,4
"5404",421513,3,2
"5405",421540,1,1
"5406",421559,1,1
"5407",421586,3,1
"5408",421610,3,1
"5409",421665,3,1
"5410",421708,3,2
"5411",421717,1,1
"5412",421771,3,1
"5413",421832,3,2
"5414",421841,3,1
"5415",421878,3,1
"5416",421896,3,1
"5417",422020,3,2
"5418",422190,3,1
"5419",422695,3,1
"5420",422835,3,1
"5421",423120,3,1
"5422",423397,3,1
"5423",423412,3,1
"5424",423476,1,2
"5425",423582,3,1
"5426",423643,2,4
"5427",423652,1,2
"5428",423670,3,3
"5429",423980,3,2
"5430",424424,3,2
"5431",425250,3,1
"5432",425393,3,1
"5433",425870,3,1
"5434",425889,3,1
"5435",425986,3,1
"5436",426314,2,4
"5437",427025,3,1
"5438",427308,2,1
"5439",427335,3,1
"5440",427663,3,2
"5441",427894,2,1
"5442",427919,2,1
"5443",427973,3,2
"5444",427982,3,2
"5445",427991,1,1
"5446",428000,3,1
"5447",428019,1,1
"5448",428037,3,1
"5449",428055,3,1
"5450",428073,3,1
"5451",428125,3,1
"5452",428143,3,1
"5453",428170,3,2
"5454",428259,2,4
"5455",428268,3,4
"5456",428286,3,3
"5457",428329,3,2
"5458",428338,2,4
"5459",428392,1,2
"5460",428444,3,3
"5461",429085,3,4
"5462",429094,3,4
"5463",429100,3,1
"5464",429128,2,2
"5465",429599,3,3
"5466",430050,3,2
"5467",430087,3,4
"5468",430096,3,1
"5469",430102,2,3
"5470",430148,3,2
"5471",430157,3,2
"5472",430166,3,2
"5473",430175,3,1
"5474",430184,3,4
"5475",430218,3,1
"5476",430227,3,1
"5477",430245,3,1
"5478",430254,3,1
"5479",430263,3,3
"5480",430306,2,1
"5481",430342,2,1
"5482",430351,3,2
"5483",430360,3,2
"5484",430379,3,2
"5485",430388,3,2
"5486",430403,3,1
"5487",430421,3,1
"5488",430485,3,3
"5489",430500,1,1
"5490",430564,3,1
"5491",430582,3,1
"5492",430591,2,4
"5493",430670,2,4
"5494",430704,3,4
"5495",430795,1,2
"5496",430810,2,3
"5497",430847,3,1
"5498",430883,1,1
"5499",430908,1,1
"5500",430935,3,2
"5501",430971,1,1
"5502",430980,3,1
"5503",430999,3,1
"5504",431017,1,1
"5505",431026,3,1
"5506",431071,3,1
"5507",431099,3,1
"5508",431105,1,1
"5509",431123,3,1
"5510",431141,3,2
"5511",431169,1,1
"5512",431187,1,1
"5513",431196,1,1
"5514",431202,1,1
"5515",431248,2,0
"5516",431266,1,1
"5517",431275,1,1
"5518",431284,3,1
"5519",431309,2,1
"5520",431558,1,1
"5521",431594,2,4
"5522",431600,2,1
"5523",431637,3,1
"5524",431691,1,1
"5525",431707,1,1
"5526",431716,1,1
"5527",431770,1,1
"5528",431877,1,1
"5529",431886,3,1
"5530",431929,2,1
"5531",431956,3,1
"5532",431965,3,1
"5533",431983,2,3
"5534",432074,1,1
"5535",432117,3,1
"5536",432199,3,4
"5537",432214,3,4
"5538",432223,3,4
"5539",432232,3,4
"5540",432241,3,4
"5541",432269,2,1
"5542",432302,3,1
"5543",432348,2,4
"5544",432357,2,4
"5545",432384,3,3
"5546",432524,2,2
"5547",432533,3,3
"5548",433004,3,4
"5549",433013,3,1
"5550",433040,1,1
"5551",433068,1,1
"5552",433101,3,1
"5553",433138,1,1
"5554",433165,2,1
"5555",433174,1,2
"5556",433217,2,4
"5557",433387,2,4
"5558",433420,3,2
"5559",433466,3,1
"5560",433536,3,3
"5561",433563,3,2
"5562",433660,1,4
"5563",433970,3,1
"5564",434016,2,2
"5565",434034,2,3
"5566",434052,3,2
"5567",434061,1,2
"5568",434122,2,1
"5569",434140,3,2
"5570",434159,3,2
"5571",434274,3,1
"5572",434283,3,1
"5573",434308,3,1
"5574",434317,3,1
"5575",434326,3,1
"5576",434344,3,1
"5577",434362,2,1
"5578",434380,3,1
"5579",434414,2,3
"5580",434432,3,2
"5581",434441,3,4
"5582",434469,3,1
"5583",434496,3,1
"5584",434502,3,1
"5585",434520,3,1
"5586",434539,2,3
"5587",434548,3,3
"5588",434557,3,3
"5589",434566,3,2
"5590",434575,3,2
"5591",434584,1,2
"5592",434672,1,2
"5593",434690,3,2
"5594",434715,3,4
"5595",434751,2,2
"5596",434812,3,1
"5597",434821,3,2
"5598",434830,3,1
"5599",434900,2,1
"5600",434937,2,3
"5601",434946,3,4
"5602",434955,3,4
"5603",434964,3,4
"5604",434973,3,4
"5605",434982,3,4
"5606",434991,3,4
"5607",435000,1,4
"5608",436003,3,1
"5609",436012,2,1
"5610",436021,2,4
"5611",436067,3,1
"5612",436094,3,4
"5613",436100,3,1
"5614",436182,3,2
"5615",436191,3,3
"5616",436225,3,2
"5617",436261,3,4
"5618",436270,3,1
"5619",436289,3,1
"5620",436304,1,2
"5621",436429,3,2
"5622",436438,3,4
"5623",436465,2,1
"5624",436483,3,3
"5625",436526,3,1
"5626",436553,3,1
"5627",436562,2,1
"5628",436599,3,2
"5629",436614,2,4
"5630",436632,3,1
"5631",436641,3,1
"5632",436650,3,1
"5633",436702,3,1
"5634",436775,3,1
"5635",436784,3,1
"5636",436818,1,0
"5637",436827,1,0
"5638",436836,1,0
"5639",436854,3,1
"5640",437042,3,3
"5641",437051,3,3
"5642",437060,3,2
"5643",437103,1,2
"5644",437219,3,3
"5645",437237,2,1
"5646",437316,2,3
"5647",437325,2,4
"5648",437501,3,1
"5649",437529,3,1
"5650",437556,3,1
"5651",437565,3,1
"5652",437583,3,1
"5653",437608,3,1
"5654",437635,3,1
"5655",437653,2,1
"5656",437662,3,1
"5657",437705,2,1
"5658",437723,2,1
"5659",437732,3,1
"5660",437750,3,2
"5661",437769,3,2
"5662",437778,3,1
"5663",437848,3,3
"5664",437857,3,1
"5665",437884,3,1
"5666",437927,3,2
"5667",437936,3,2
"5668",438036,3,1
"5669",438151,3,4
"5670",438179,3,2
"5671",438197,3,1
"5672",438212,3,2
"5673",438258,3,2
"5674",438267,3,1
"5675",438285,3,2
"5676",438294,3,2
"5677",438337,3,1
"5678",438382,3,4
"5679",438416,3,4
"5680",438498,3,4
"5681",438504,3,1
"5682",438586,3,4
"5683",438601,3,4
"5684",438610,3,4
"5685",438629,3,4
"5686",438638,3,2
"5687",438647,3,2
"5688",438656,3,1
"5689",438674,3,1
"5690",438708,1,2
"5691",438735,3,0
"5692",438805,3,1
"5693",438869,3,2
"5694",438887,3,1
"5695",438902,3,4
"5696",438966,3,3
"5697",438984,3,1
"5698",439020,3,4
"5699",439039,3,1
"5700",439057,3,4
"5701",439118,3,2
"5702",439127,3,1
"5703",439136,3,3
"5704",439145,1,2
"5705",439163,3,4
"5706",439190,1,2
"5707",439279,3,4
"5708",439288,2,3
"5709",439297,3,4
"5710",439303,3,2
"5711",439312,3,2
"5712",439330,3,4
"5713",439367,2,2
"5714",439394,3,4
"5715",439400,3,1
"5716",439437,3,2
"5717",439446,2,4
"5718",439455,3,2
"5719",439473,3,1
"5720",439482,3,1
"5721",439491,3,2
"5722",439507,3,1
"5723",439525,3,2
"5724",439570,3,2
"5725",439589,3,1
"5726",439604,3,1
"5727",439613,2,3
"5728",439622,1,1
"5729",439631,3,1
"5730",439668,3,1
"5731",439686,2,1
"5732",439695,3,1
"5733",439701,2,4
"5734",439729,3,1
"5735",439738,3,2
"5736",439747,3,1
"5737",439756,2,1
"5738",439774,3,1
"5739",439783,2,4
"5740",439792,3,2
"5741",439817,2,4
"5742",439826,3,2
"5743",439844,3,1
"5744",439862,2,3
"5745",439871,3,1
"5746",439899,2,2
"5747",439905,2,1
"5748",439914,3,4
"5749",439932,3,1
"5750",439969,3,4
"5751",439978,2,1
"5752",439996,3,1
"5753",440004,2,4
"5754",440031,2,4
"5755",440059,3,1
"5756",440077,3,1
"5757",440086,3,1
"5758",440101,3,1
"5759",440110,3,2
"5760",440129,3,1
"5761",440147,3,3
"5762",440165,3,3
"5763",440174,3,2
"5764",440217,1,1
"5765",440226,3,1
"5766",440235,3,1
"5767",440244,1,2
"5768",440262,3,1
"5769",440271,3,2
"5770",440299,3,3
"5771",440305,1,2
"5772",440323,3,1
"5773",440332,3,1
"5774",440341,3,3
"5775",440369,3,1
"5776",440378,3,2
"5777",440402,1,2
"5778",440411,2,4
"5779",440420,3,4
"5780",440439,3,4
"5781",440448,3,4
"5782",440457,3,4
"5783",440466,3,4
"5784",440484,3,3
"5785",440536,3,4
"5786",440545,3,4
"5787",440590,3,4
"5788",440624,1,2
"5789",440642,3,2
"5790",440651,2,3
"5791",440721,1,1
"5792",440730,1,1
"5793",440749,3,3
"5794",440758,3,3
"5795",440767,3,3
"5796",440776,3,1
"5797",440794,2,3
"5798",440800,3,1
"5799",440819,3,1
"5800",440828,1,0
"5801",440846,3,1
"5802",440855,3,1
"5803",440873,3,2
"5804",440882,3,2
"5805",440891,3,2
"5806",440907,3,1
"5807",440916,1,4
"5808",440925,3,3
"5809",440952,3,1
"5810",440970,3,1
"5811",440989,3,1
"5812",441016,3,1
"5813",441025,3,2
"5814",441052,3,2
"5815",441070,1,2
"5816",441089,3,2
"5817",441104,2,4
"5818",441131,2,4
"5819",441168,3,1
"5820",441186,1,4
"5821",441195,3,1
"5822",441201,3,2
"5823",441210,1,1
"5824",441229,3,1
"5825",441238,2,4
"5826",441256,3,1
"5827",441274,3,1
"5828",441308,3,4
"5829",441317,1,1
"5830",441335,1,1
"5831",441353,1,1
"5832",441362,3,1
"5833",441371,3,1
"5834",441380,3,1
"5835",441399,3,3
"5836",441405,3,1
"5837",441414,1,1
"5838",441423,3,1
"5839",441432,3,1
"5840",441441,3,1
"5841",441478,2,4
"5842",441487,2,2
"5843",441496,3,1
"5844",441502,3,1
"5845",441511,2,4
"5846",441548,3,1
"5847",441575,2,1
"5848",441584,3,1
"5849",441593,1,1
"5850",441609,2,3
"5851",441618,3,1
"5852",441627,2,1
"5853",441636,3,1
"5854",441645,3,1
"5855",441663,3,1
"5856",441672,1,1
"5857",441681,2,1
"5858",441690,2,3
"5859",441706,3,1
"5860",441733,3,1
"5861",441742,3,1
"5862",441751,3,1
"5863",441760,1,2
"5864",441779,3,1
"5865",441788,3,1
"5866",441797,3,1
"5867",441830,3,1
"5868",441858,3,2
"5869",441876,3,1
"5870",441894,1,1
"5871",441900,1,3
"5872",441919,3,2
"5873",441928,3,2
"5874",441937,1,4
"5875",441955,3,3
"5876",441964,3,3
"5877",441973,3,3
"5878",441982,2,3
"5879",442000,1,2
"5880",442037,3,2
"5881",442046,3,2
"5882",442064,2,4
"5883",442073,3,1
"5884",442134,3,1
"5885",442143,3,4
"5886",442152,3,4
"5887",442161,3,4
"5888",442170,3,4
"5889",442189,3,4
"5890",442204,3,1
"5891",442213,3,1
"5892",442222,3,4
"5893",442231,3,2
"5894",442240,3,1
"5895",442295,2,4
"5896",442310,3,2
"5897",442329,3,1
"5898",442338,3,3
"5899",442347,3,2
"5900",442356,2,2
"5901",442365,3,4
"5902",442383,3,2
"5903",442392,2,4
"5904",442408,3,2
"5905",442426,3,2
"5906",442435,3,1
"5907",442444,3,2
"5908",442462,3,1
"5909",442499,3,2
"5910",442505,3,2
"5911",442523,2,1
"5912",442578,3,3
"5913",442602,3,2
"5914",442611,3,1
"5915",442620,3,1
"5916",442639,3,3
"5917",442648,3,1
"5918",442657,3,1
"5919",442684,3,2
"5920",442718,3,3
"5921",442727,3,1
"5922",442736,3,1
"5923",442745,3,2
"5924",442781,1,2
"5925",442790,3,2
"5926",442806,2,4
"5927",442815,3,1
"5928",442824,3,4
"5929",442833,1,2
"5930",442842,3,4
"5931",442851,3,1
"5932",442879,3,2
"5933",442888,3,1
"5934",442897,2,4
"5935",442930,3,2
"5936",442949,2,3
"5937",442958,3,1
"5938",442967,3,1
"5939",442976,2,1
"5940",442985,3,1
"5941",443021,3,1
"5942",443030,2,4
"5943",443049,2,4
"5944",443058,2,1
"5945",443076,2,4
"5946",443100,2,1
"5947",443137,3,1
"5948",443146,3,1
"5949",443173,3,1
"5950",443207,2,1
"5951",443216,3,1
"5952",443225,3,1
"5953",443234,3,1
"5954",443252,3,1
"5955",443261,3,1
"5956",443270,3,1
"5957",443289,3,1
"5958",443298,3,1
"5959",443322,2,1
"5960",443331,3,3
"5961",443340,2,3
"5962",443359,3,1
"5963",443377,3,2
"5964",443410,3,4
"5965",443429,3,1
"5966",443438,3,2
"5967",443456,3,4
"5968",443465,3,4
"5969",443474,3,4
"5970",443483,3,1
"5971",443492,1,2
"5972",443517,3,1
"5973",443526,3,3
"5974",443535,3,2
"5975",443544,3,4
"5976",443553,3,1
"5977",443562,2,3
"5978",443571,3,1
"5979",443605,3,1
"5980",443623,3,2
"5981",443632,3,1
"5982",443641,3,1
"5983",443650,3,2
"5984",443669,3,1
"5985",443678,3,1
"5986",443687,3,3
"5987",443696,3,1
"5988",443702,2,4
"5989",443739,3,2
"5990",443748,3,1
"5991",443766,3,4
"5992",443784,3,4
"5993",443827,3,1
"5994",443836,3,1
"5995",443845,3,1
"5996",443854,3,2
"5997",443881,3,4
"5998",443890,3,4
"5999",443906,3,4
"6000",443924,3,4
"6001",443942,3,1
"6002",443951,3,1
"6003",443979,3,1
"6004",443997,3,4
"6005",444015,3,1
"6006",444024,3,1
"6007",444033,3,4
"6008",444042,3,3
"6009",444051,3,1
"6010",444060,3,2
"6011",444079,3,1
"6012",444088,3,2
"6013",444103,2,4
"6014",444121,3,2
"6015",444130,3,4
"6016",444158,3,4
"6017",444167,2,3
"6018",444176,3,1
"6019",444194,3,1
"6020",444200,3,1
"6021",444219,1,2
"6022",444228,3,1
"6023",444237,3,1
"6024",444255,3,2
"6025",444264,3,1
"6026",444282,3,1
"6027",444291,3,1
"6028",444307,3,1
"6029",444316,3,1
"6030",444325,3,1
"6031",444334,3,1
"6032",444343,3,1
"6033",444352,3,1
"6034",444361,3,1
"6035",444370,3,1
"6036",444389,3,1
"6037",444398,2,3
"6038",444404,3,1
"6039",444413,2,4
"6040",444422,3,1
"6041",444440,3,1
"6042",444459,1,1
"6043",444468,3,1
"6044",444477,2,2
"6045",444486,3,1
"6046",444510,2,1
"6047",444529,3,1
"6048",444547,3,1
"6049",444556,3,1
"6050",444565,3,2
"6051",444574,3,2
"6052",444583,3,1
"6053",444592,2,1
"6054",444608,3,1
"6055",444626,2,1
"6056",444635,3,1
"6057",444644,3,1
"6058",444653,3,1
"6059",444662,3,1
"6060",444671,3,1
"6061",444680,3,1
"6062",444699,3,4
"6063",444705,3,1
"6064",444714,3,1
"6065",444723,3,4
"6066",444732,3,1
"6067",444750,3,1
"6068",444769,3,1
"6069",444778,2,4
"6070",444787,3,1
"6071",444796,3,1
"6072",444857,3,1
"6073",444866,3,1
"6074",444893,3,1
"6075",444909,3,1
"6076",444927,3,3
"6077",444936,3,1
"6078",444945,3,1
"6079",444954,1,2
"6080",444972,3,1
"6081",444990,2,3
"6082",445009,1,2
"6083",445018,1,2
"6084",445027,3,4
"6085",445072,3,3
"6086",445081,3,3
"6087",445090,3,2
"6088",445115,3,2
"6089",445124,3,3
"6090",445133,3,4
"6091",445142,3,1
"6092",445188,1,4
"6093",445197,3,2
"6094",445203,3,2
"6095",445212,3,1
"6096",445221,3,1
"6097",445230,3,2
"6098",445249,3,2
"6099",445258,3,3
"6100",445267,2,4
"6101",445276,3,3
"6102",445300,3,3
"6103",445319,3,4
"6104",445328,3,1
"6105",445337,3,1
"6106",445346,3,1
"6107",445355,3,2
"6108",445364,3,1
"6109",445373,3,1
"6110",445382,3,1
"6111",445391,3,4
"6112",445407,3,4
"6113",445416,3,3
"6114",445434,3,3
"6115",445452,3,2
"6116",445461,3,1
"6117",445470,3,2
"6118",445489,3,1
"6119",445498,3,1
"6120",445504,3,1
"6121",445531,3,1
"6122",445540,3,1
"6123",445559,3,2
"6124",445577,3,1
"6125",445601,3,2
"6126",445610,3,2
"6127",445629,3,1
"6128",445638,3,1
"6129",445647,3,1
"6130",445656,3,1
"6131",445665,3,1
"6132",445674,1,2
"6133",445683,3,1
"6134",445692,3,4
"6135",445708,2,3
"6136",445717,3,4
"6137",445726,3,2
"6138",445735,2,4
"6139",445744,3,1
"6140",445753,3,2
"6141",445762,3,2
"6142",445771,3,1
"6143",445780,3,1
"6144",445799,3,1
"6145",445814,3,2
"6146",445832,3,1
"6147",445841,3,1
"6148",445850,3,1
"6149",445869,2,4
"6150",445896,3,1
"6151",445911,3,1
"6152",445920,3,3
"6153",445939,3,3
"6154",445948,3,1
"6155",445957,3,1
"6156",445984,3,1
"6157",445993,3,1
"6158",446002,3,4
"6159",446039,3,4
"6160",446048,2,4
"6161",446057,2,1
"6162",446075,3,1
"6163",446084,3,1
"6164",446093,3,2
"6165",446109,3,1
"6166",446118,3,1
"6167",446127,3,1
"6168",446136,3,1
"6169",446145,3,1
"6170",446154,3,1
"6171",446163,2,2
"6172",446190,3,1
"6173",446206,1,1
"6174",446215,3,1
"6175",446224,3,1
"6176",446233,2,3
"6177",446242,2,1
"6178",446251,3,1
"6179",446260,3,1
"6180",446288,3,1
"6181",446297,3,1
"6182",446303,3,1
"6183",446312,3,1
"6184",446321,3,1
"6185",446349,1,1
"6186",446358,3,1
"6187",446385,3,2
"6188",446394,2,4
"6189",446400,3,1
"6190",446419,1,1
"6191",446428,3,1
"6192",446437,3,1
"6193",446446,3,2
"6194",446455,2,1
"6195",446464,3,1
"6196",446491,3,1
"6197",446507,3,1
"6198",446516,3,1
"6199",446525,3,1
"6200",446534,3,1
"6201",446543,3,1
"6202",446552,3,2
"6203",446561,3,1
"6204",446570,3,1
"6205",446589,3,1
"6206",446598,3,2
"6207",446604,2,3
"6208",446613,2,3
"6209",446640,2,4
"6210",446668,3,2
"6211",446677,3,3
"6212",446701,3,3
"6213",446710,3,4
"6214",446729,3,4
"6215",446738,3,4
"6216",446747,3,4
"6217",446756,3,4
"6218",446765,3,4
"6219",446774,1,2
"6220",446783,3,1
"6221",446792,3,3
"6222",446808,3,3
"6223",446817,3,3
"6224",446835,3,2
"6225",446844,3,2
"6226",446853,3,1
"6227",446880,3,2
"6228",446899,3,3
"6229",446905,3,3
"6230",446914,3,3
"6231",446923,3,2
"6232",446932,2,4
"6233",446996,3,1
"6234",447014,3,2
"6235",447023,3,1
"6236",447050,3,3
"6237",447069,3,3
"6238",447102,3,2
"6239",447120,3,2
"6240",447148,3,1
"6241",447157,3,1
"6242",447166,3,1
"6243",447175,3,1
"6244",447209,3,1
"6245",447218,3,1
"6246",447227,3,1
"6247",447236,3,2
"6248",447245,3,1
"6249",447254,3,1
"6250",447263,3,2
"6251",447272,3,4
"6252",447290,3,3
"6253",447315,3,1
"6254",447324,3,1
"6255",447333,3,1
"6256",447342,3,1
"6257",447351,3,2
"6258",447360,3,2
"6259",447379,3,1
"6260",447388,3,1
"6261",447397,3,2
"6262",447403,3,1
"6263",447421,3,3
"6264",447430,3,1
"6265",447449,3,1
"6266",447458,3,3
"6267",447467,3,1
"6268",447476,3,2
"6269",447485,3,4
"6270",447494,3,1
"6271",447519,3,1
"6272",447528,3,1
"6273",447582,1,2
"6274",447591,3,1
"6275",447625,3,2
"6276",447634,3,2
"6277",447652,3,4
"6278",447661,3,4
"6279",447670,3,3
"6280",447689,1,3
"6281",447698,3,4
"6282",447704,3,1
"6283",447713,3,1
"6284",447722,3,1
"6285",447731,3,1
"6286",447759,3,1
"6287",447768,3,2
"6288",447777,3,1
"6289",447795,3,1
"6290",447801,3,4
"6291",447810,3,1
"6292",447829,3,1
"6293",447838,3,1
"6294",447847,3,1
"6295",447856,3,1
"6296",447865,3,1
"6297",447874,3,1
"6298",447883,3,1
"6299",447892,3,1
"6300",447908,3,1
"6301",447917,3,1
"6302",447935,3,2
"6303",447953,2,3
"6304",447962,3,1
"6305",447971,3,1
"6306",447980,3,1
"6307",447999,3,1
"6308",448008,3,1
"6309",448017,3,1
"6310",448026,3,1
"6311",448035,3,1
"6312",448044,3,1
"6313",448053,3,1
"6314",448071,3,1
"6315",448080,3,1
"6316",448099,3,1
"6317",448105,3,1
"6318",448114,3,1
"6319",448123,3,1
"6320",448141,3,1
"6321",448150,3,1
"6322",448196,3,1
"6323",448202,3,1
"6324",448211,3,1
"6325",448220,3,1
"6326",448239,3,3
"6327",448248,1,1
"6328",448257,3,1
"6329",448266,3,1
"6330",448275,3,1
"6331",448284,2,4
"6332",448309,2,4
"6333",448345,3,3
"6334",448354,3,1
"6335",448363,3,2
"6336",448372,3,2
"6337",448406,3,1
"6338",448415,3,2
"6339",448424,3,1
"6340",448433,3,1
"6341",448442,3,3
"6342",448451,3,3
"6343",448460,3,2
"6344",448479,3,3
"6345",448488,3,3
"6346",448497,3,2
"6347",448503,3,3
"6348",448512,3,3
"6349",448521,3,4
"6350",448530,3,4
"6351",448549,3,3
"6352",448558,3,4
"6353",448567,3,4
"6354",448576,3,3
"6355",448585,3,3
"6356",448594,1,2
"6357",448600,3,2
"6358",448619,3,1
"6359",448628,3,3
"6360",448646,3,1
"6361",448655,3,1
"6362",448664,3,2
"6363",448673,3,2
"6364",448707,3,1
"6365",448716,3,1
"6366",448734,3,4
"6367",448752,3,3
"6368",448761,3,3
"6369",448770,3,1
"6370",448789,3,2
"6371",448798,3,1
"6372",448804,2,3
"6373",448822,3,4
"6374",448831,3,4
"6375",448840,1,4
"6376",448859,3,2
"6377",448877,3,4
"6378",448895,3,1
"6379",448965,3,1
"6380",448974,3,1
"6381",448983,3,1
"6382",449010,3,3
"6383",449038,3,4
"6384",449074,3,2
"6385",449083,3,2
"6386",449092,3,1
"6387",449117,3,2
"6388",449126,3,2
"6389",449135,2,1
"6390",449144,2,1
"6391",449153,2,1
"6392",449162,3,1
"6393",449171,3,1
"6394",449180,3,1
"6395",449199,3,1
"6396",449205,3,1
"6397",449214,3,1
"6398",449223,3,1
"6399",449232,3,1
"6400",449241,3,1
"6401",449250,3,1
"6402",449269,3,1
"6403",449278,3,1
"6404",449302,3,2
"6405",449311,3,1
"6406",449320,3,1
"6407",449339,3,4
"6408",449348,2,3
"6409",449357,1,1
"6410",449366,3,1
"6411",449375,3,1
"6412",449384,3,1
"6413",449393,3,1
"6414",449418,3,1
"6415",449436,3,1
"6416",449445,3,1
"6417",449454,3,1
"6418",449463,3,1
"6419",449472,3,1
"6420",449481,3,4
"6421",449490,3,1
"6422",449506,2,1
"6423",449515,3,1
"6424",449524,3,2
"6425",449533,3,1
"6426",449551,2,1
"6427",449579,2,4
"6428",449597,3,1
"6429",449603,3,1
"6430",449612,3,2
"6431",449658,2,3
"6432",449667,3,1
"6433",449676,3,1
"6434",449685,3,1
"6435",449694,3,1
